cod_postal,poblacion,provinciaid,provincia
17320,Canyelles ayto Tossa,17,Girona
17480,Canyelles Almadraba ajuntament Roses,17,Girona
17240,Canyera La,17,Girona
17246,Canyet De Mar,17,Girona
17750,Capmany,17,Girona
17121,Casavells,17,Girona
17535,Casetes Les,17,Girona
17244,Cassa De La Selva,17,Girona
17443,Castanyet,17,Girona
17115,Castell Demporda,17,Girona
17242,Castellar De La Selva,17,Girona
17856,Castellfollit De La Roca,17,Girona
17486,Castello Dempuries,17,Girona
17249,Castell-platja Daro,17,Girona
17165,Cellera De Ter La,17,Girona
17460,Celra,17,Girona
17710,Centro Militar Sant Climent Sescebes,17,Girona
17527,Cereja,17,Girona
17464,Cervia De Ter,17,Girona
17130,Cinclaus,17,Girona
17741,Cistella,17,Girona
17515,Ciuret,17,Girona
17444,Cladells,17,Girona
17173,Cogolls,17,Girona
17496,Colera Villa,17,Girona
17166,Coll El ayto Susqueda,17,Girona
17830,Collell El,17,Girona
17144,Colomers,17,Girona
17161,Colonia De Les Mines,17,Girona
17866,Colonia Estevenell La,17,Girona
17860,Colonia Jordana La,17,Girona
17500,Colonia Rocafiguera,17,Girona
17404,Comte Dalba De Liste,17,Girona
17164,Constantins,17,Girona
17832,Crespia,17,Girona
17241,Creueta La,17,Girona
17116,Cruilles,17,Girona
17734,Cursuvell,17,Girona
17722,Darnius,17,Girona
17755,Delfia,17,Girona
17536,Dorria,17,Girona
17851,Dosquers,17,Girona
17487,Empuriabrava,17,Girona
17172,Encies Les,17,Girona
17243,Erols,17,Girona
17213,Esclanya,17,Girona
17421,Esparra L,17,Girona
17868,Espinavell,17,Girona
17747,Espinavessa,17,Girona
17405,Espinelves,17,Girona
17753,Espolla,17,Girona
17182,Estanyol,17,Girona
17258,Estartit L,17,Girona
17177,Falgars Den Bas,17,Girona
17831,Falgons,17,Girona
17469,Far Demporda El,17,Girona
17532,Farga De Bebie La,17,Girona
17600,Figueres,17,Girona
17463,FlaCa,17,Girona
17403,Fogueres De Montsoriu,17,Girona
17132,Foixa,17,Girona
17133,Fonolleres,17,Girona
17257,Fontanilles,17,Girona
17256,Fontclara,17,Girona
17833,Fontcoberta,17,Girona
17110,Fonteta,17,Girona
17458,Fornells De La Selva,17,Girona
17456,Franciach Pueblo,17,Girona
17468,Galliners,17,Girona
17466,Garrigoles,17,Girona
17780,Garriguella,17,Girona
17451,Gaserans,17,Girona
17151,Ginestar,17,Girona
17000,Girona ver Callejero,17,Girona
17531,Gombren,17,Girona
17153,Granollers De Rocacorba,17,Girona
17490,Grifeu,17,Girona
17528,Guils De Cerdanya,17,Girona
17730,Hostalets Els,17,Girona
17450,Hostalric,17,Girona
17143,Jafre,17,Girona
17402,Joanet,17,Girona
17176,Joanetes,17,Girona
17700,Jonquera La,17,Girona
17709,Limits Els,17,Girona
17745,Llado,17,Girona
17211,Llafranc,17,Girona
17124,Llofriu,17,Girona
17152,Llora,17,Girona
17512,Llosses Les municipio,17,Girona
17720,MaCanet De Cabrenys,17,Girona
17412,MaCanet De La Selva,17,Girona
17420,Mallorquines,17,Girona
17410,Mallorquines Les,17,Girona
17453,Martorell De La Selva,17,Girona
17493,Marza,17,Girona
17763,Masarac,17,Girona
17470,Masos Els,17,Girona
17452,Massanes,17,Girona
17846,Mata,17,Girona
17482,Medinya,17,Girona
17537,Molina La,17,Girona
17752,Mollet De Peralada,17,Girona
17855,Montagut Pueblo,17,Girona
17481,Montagut ajuntament San Julia Ram,17,Girona
17843,Montbo,17,Girona
17253,Mont-ras,17,Girona
17861,Ogassa,17,Girona
17800,Olot,17,Girona
17772,Ordis,17,Girona
17137,Palaborrell,17,Girona
17200,Palafrugell,17,Girona
17230,Palamos,17,Girona
17731,Palau Surroca,17,Girona
17495,Palau-saverdera,17,Girona
17514,Palmerola,17,Girona
17494,Pau,17,Girona
17491,Peralada,17,Girona
17180,Perello El,17,Girona
17179,Pinya La Pueblo,17,Girona
17250,Platja Daro,17,Girona
17706,Pont De Molins,17,Girona
17773,Pontos,17,Girona
17489,Port De La Selva El,17,Girona
17497,Portbou,17,Girona
17520,Puigcerda,17,Girona
17754,Rabos Demporda,17,Girona
17845,Ravos Del Terri,17,Girona
17214,Regencos Pueblo,17,Girona
17457,Riudellots De La Selva,17,Girona
17131,Rupia,17,Girona
17248,Sagaro,17,Girona
17473,Saldet,17,Girona
17184,Salitja,17,Girona
17190,Salt,17,Girona
17220,Sant Amanc,17,Girona
17454,Sant Andreu Salou Pueblo,17,Girona
17154,Sant Aniol De Finestres,17,Girona
17252,Sant Antoni De Calonge,17,Girona
17863,Sant Bernabe De Les Tenes,17,Girona
17751,Sant Climent Sescebes,17,Girona
17810,Sant Cristofol Les Fonts,17,Girona
17183,Sant Dalmai,17,Girona
17174,Sant Feliu De Pallerols,17,Girona
17150,Sant Gregori municipio,17,Girona
17854,Sant Jaume De Llierca,17,Girona
17732,Sant LlorenC De La Muga,17,Girona
17813,Sant Marti Del Clot,17,Girona
17171,Sant Marti Sacalm,17,Girona
17117,Sant Miquel De Cruilles,17,Girona
17475,Sant Miquel De Fluvia,17,Girona
17175,Sant Miquel De Pineda,17,Girona
17467,Sant Mori,17,Girona
17864,Sant Pau De Seguries,17,Girona
17445,Sant Pere Cercada,17,Girona
17118,Sant Sadurni De Lheura,17,Girona
17513,Sant Sadurni De Sovelles,17,Girona
17474,Sant Tomas De Fluvia,17,Girona
17430,Santa Coloma De Farners,17,Girona
17442,Santa Creu Dhorta,17,Girona
17771,Santa Llogaia Dalguema,17,Girona
17840,Sarria De Dalt Pueblo,17,Girona
17852,Serinya,17,Girona
17212,Tamariu,17,Girona
17721,Tapis,17,Girona
17123,Torrent,17,Girona
17140,Ulla,17,Girona
17114,Ullastret,17,Girona
17862,Vallfogona De Ripolles,17,Girona
17142,Verges,17,Girona
17411,Vidreres,17,Girona
17760,Vilabertran,17,Girona
17406,Viladrau,17,Girona
17740,Vilafant,17,Girona
17781,Vilamaniscle,17,Girona
17743,Vilanant,17,Girona
17492,Vilanova De La Muga,17,Girona
17762,Vilarnadal,17,Girona
17485,Vila-sacra,17,Girona
17484,Vilatenim,17,Girona
17111,Vullpellac,17,Girona
18656,Acequias,18,Granada
18360,Agicampe loja,18,Granada
18132,Agron,18,Granada
18418,Agustines Los,18,Granada
18520,Alamedilla,18,Granada
18220,Albolote,18,Granada
18708,Albondon,18,Granada
18518,AlbuNan,18,Granada
18700,AlbuNol,18,Granada
18659,AlbuNuelas,18,Granada
18710,Alcazar,18,Granada
18511,Alcudia De Guadix,18,Granada
18514,Aldeire,18,Granada
18170,Alfacar,18,Granada
18280,Algarinejo,18,Granada
18120,Alhama De Granada,18,Granada
18620,Alhendin,18,Granada
18260,Alhondiguilla,18,Granada
18538,Alicun De Ortega,18,Granada
18438,Almegijar,18,Granada
18690,AlmuNecar,18,Granada
18350,Alomartes,18,Granada
18182,Alqueria Del Fargue,18,Granada
18102,Ambroz,18,Granada
18291,Anzola,18,Granada
18126,Arenas Del Rey,18,Granada
18100,Armilla,18,Granada
18414,Atalbeitar,18,Granada
18230,Atarfe,18,Granada
18860,Bacor,18,Granada
18870,Balcones Los,18,Granada
18193,Barrio De La Vega,18,Granada
18410,Bayacas,18,Granada
18800,Baza,18,Granada
18184,Beas De Granada,18,Granada
18516,Beas De Guadix,18,Granada
18515,Bejarin El,18,Granada
18101,Belicena,18,Granada
18510,Benalua,18,Granada
18566,Benalua De Las Villas,18,Granada
18817,Benamaurel,18,Granada
18451,Berchules,18,Granada
18562,Bogarre,18,Granada
18381,Bracana,18,Granada
18412,Bubion,18,Granada
18416,Busquistar,18,Granada
18129,Cacin,18,Granada
18440,Cadiar,18,Granada
18199,Cajar,18,Granada
18730,Calahonda,18,Granada
18512,Calahorra La,18,Granada
18680,Caleta-guardia La,18,Granada
18290,Calicasas,18,Granada
18815,Campo Camara,18,Granada
18565,Campotejar,18,Granada
18191,Canales,18,Granada
18810,Caniles,18,Granada
18480,Canteras Las ugijar,18,Granada
18413,Capileira,18,Granada
18311,Carrera De La ViNa,18,Granada
18439,Castaras,18,Granada
18740,Castell De Ferro,18,Granada
18818,Castillejar,18,Granada
18750,Castillo De BaNos,18,Granada
18329,Castillo Tajarja,18,Granada
18816,Castril De La PeNa,18,Granada
18190,Cenes De La Vega,18,Granada
18330,Chauchina,18,Granada
18494,Cherin,18,Granada
18194,Churriana De La Vega,18,Granada
18339,Cijuela,18,Granada
18211,Cogollos Vega,18,Granada
18492,Cojayar,18,Granada
18564,Colomera,18,Granada
18814,Cortes De Baza,18,Granada
18517,Cortes Y Graena,18,Granada
18813,Cuevas Del Campo,18,Granada
18850,Cullar,18,Granada
18195,Cullar Vega,18,Granada
18181,Darro,18,Granada
18567,Dehesas Viejas,18,Granada
18570,Deifontes,18,Granada
18540,Delgadillo,18,Granada
18180,Diezma,18,Granada
18152,Dilar,18,Granada
18192,Dudar,18,Granada
18650,Durcal,18,Granada
18293,Escoznar,18,Granada
18130,Escuzar,18,Granada
18300,Esperanza La huetor Tajar,18,Granada
18513,Ferreira,18,Granada
18127,Fornes,18,Granada
18812,Freila,18,Granada
18328,Fuensanta,18,Granada
18314,Fuente Camacho,18,Granada
18295,Fuente De Cesna,18,Granada
18340,Fuente Vaqueros,18,Granada
18110,Gabia La Chica,18,Granada
18840,Galera,18,Granada
18614,Garnatilla La,18,Granada
18563,Gobernador,18,Granada
18150,Gojar,18,Granada
18450,Golco,18,Granada
18890,Gorafe,18,Granada
18616,Gorgoracha,18,Granada
18000,Granada ver Callejero,18,Granada
18560,Guadahortuna,18,Granada
18500,Guadix,18,Granada
18615,Guajar Alto,18,Granada
18160,Guejar Sierra,18,Granada
18212,GUevejar,18,Granada
18569,Gumiel,18,Granada
18880,Hernan Valle,18,Granada
18697,Herradura La,18,Granada
18830,Huescar,18,Granada
18183,Huetor De Santillan,18,Granada
18198,Huetor Vega,18,Granada
18612,Itrabo,18,Granada
18660,Izbor,18,Granada
18550,Iznalloz,18,Granada
18891,Jamula,18,Granada
18699,Jete,18,Granada
18213,Jun,18,Granada
18210,Juncaril peligros Poligono Industrial,18,Granada
18452,Juviles,18,Granada
18327,Lachar,18,Granada
18420,Lanjaron,18,Granada
18249,Limones,18,Granada
18449,Lobras,18,Granada
18610,Lobres,18,Granada
18200,Maracena,18,Granada
18859,Matian,18,Granada
18470,Mecina Alfahar,18,Granada
18658,Melegis,18,Granada
18713,Melicena,18,Granada
18270,Milanos montefrio,18,Granada
18247,Moclin,18,Granada
18611,Molvizar,18,Granada
18561,Montejicar,18,Granada
18370,Moraleda De Zafayona,18,Granada
18600,Motril,18,Granada
18490,Murtas,18,Granada
18448,Narila,18,Granada
18657,Niguelas,18,Granada
18214,Nivar,18,Granada
18151,Ogijares,18,Granada
18248,Olivares,18,Granada
18858,Orce,18,Granada
18400,Orgiva,18,Granada
18698,Otivar,18,Granada
18630,Otura,18,Granada
18640,Padul,18,Granada
18411,Pampaneira,18,Granada
18519,Paulenca,18,Granada
18530,Pedro Martinez,18,Granada
18125,Pilas De Algaida,18,Granada
18240,Pinos Puente,18,Granada
18568,PiNar,18,Granada
18613,Playa Granada,18,Granada
18415,Portugos,18,Granada
18770,Pozuelo El,18,Granada
18820,Puebla Don Fadrique,18,Granada
18197,Pulianas,18,Granada
18760,Rabita La,18,Granada
18711,Rambla Del Agua rubite,18,Granada
18313,Riofrio,18,Granada
18310,Salar,18,Granada
18320,Santafe,18,Granada
18196,Sierra Nevada,18,Granada
18380,Tocon,18,Granada
18720,Torrenueva,18,Granada
18430,Torvizcon,18,Granada
18417,Trevelez,18,Granada
18491,Turon,18,Granada
18250,Valderrubio,18,Granada
18670,Velez De Benaudalla,18,Granada
18131,Ventas De Huelma,18,Granada
18312,Ventorros De Balerma,18,Granada
18539,Villanueva De Las Torres,18,Granada
18369,Villanueva Mesia,18,Granada
18179,Viznar,18,Granada
18460,Yegen,18,Granada
18128,Zafarraya,18,Granada
18140,Zubia La,18,Granada
18811,Zujar,18,Granada
19432,Abanades,19,Guadalajara
19442,Ablanque,19,Guadalajara
19200,Acequilla,19,Guadalajara
19325,Adobes,19,Guadalajara
19283,Aguilar De Anguita,19,Guadalajara
19490,Alaminos,19,Guadalajara
19227,Alarilla,19,Guadalajara
19117,Albalate De Zorita,19,Guadalajara
19112,Albares,19,Guadalajara
19275,Albendiego,19,Guadalajara
19160,Albolleque,19,Guadalajara
19264,Alboreca,19,Guadalajara
19125,Alcocer,19,Guadalajara
19277,Alcolea De Las PeNas,19,Guadalajara
19260,Alcolea Del Pinar,19,Guadalajara
19310,Alcoroches,19,Guadalajara
19244,Aldeanueva De Atienza,19,Guadalajara
19152,Aldeanueva De Guadalajara,19,Guadalajara
19354,Aldehuela,19,Guadalajara
19237,Aleas,19,Guadalajara
19332,Algar De Mesa,19,Guadalajara
19268,Algora,19,Guadalajara
19132,Alhondiga,19,Guadalajara
19129,Alique,19,Guadalajara
19225,Almiruete,19,Guadalajara
19115,Almoguera,19,Guadalajara
19118,Almonacid De Zorita,19,Guadalajara
19133,Alocen,19,Guadalajara
19208,Alovera,19,Guadalajara
19184,Alpedrete De La Sierra,19,Guadalajara
19276,Alpedroches,19,Guadalajara
19320,Alustante,19,Guadalajara
19287,Anchuela Del Campo,19,Guadalajara
19350,Anchuela Del Pedregal,19,Guadalajara
19128,Anclas Las,19,Guadalajara
19245,Angon,19,Guadalajara
19119,Anguix,19,Guadalajara
19357,Anquela Del Pedregal,19,Guadalajara
19344,Aragoncillo,19,Guadalajara
19294,Aragosa,19,Guadalajara
19345,Arandilla,19,Guadalajara
19141,Aranzueque,19,Guadalajara
19492,Arbeteta,19,Guadalajara
19411,Archilla,19,Guadalajara
19196,Arcipreste Urbanizacion,19,Guadalajara
19314,Armalla,19,Guadalajara
19461,Armallones,19,Guadalajara
19135,ArmuNa De TajuNa,19,Guadalajara
19238,Arroyo De Fraguas,19,Guadalajara
19266,Atance El,19,Guadalajara
19153,Atanzon,19,Guadalajara
19270,Atienza,19,Guadalajara
19130,AuNon,19,Guadalajara
19295,Baides,19,Guadalajara
19281,Balbacil,19,Guadalajara
19390,BaNos De Tajo,19,Guadalajara
19262,Barbatona,19,Guadalajara
19269,Barbolla La,19,Guadalajara
19247,Barrio Estacion De Jadraque,19,Guadalajara
19192,Beltraneja Urbanizacion,19,Guadalajara
19290,Berjafel Finca,19,Guadalajara
28190,Bocigano,28,Madrid
19278,Bodera La,19,Guadalajara
19400,Brihuega,19,Guadalajara
19443,Buenafuente Del Sistal,19,Guadalajara
19263,Bujarrabal,19,Guadalajara
19243,Bustares,19,Guadalajara
19171,Cabanillas Del Campo,19,Guadalajara
19267,Cabrera La,19,Guadalajara
19223,Campillejo,19,Guadalajara
19360,Campillo De DueNas,19,Guadalajara
19495,Campillo El,19,Guadalajara
19343,Canales De Molina,19,Guadalajara
19431,Canredondo,19,Guadalajara
19197,CaNizar,19,Guadalajara
19188,Caraquiz Urbanizacion,19,Guadalajara
19170,Casar El,19,Guadalajara
19246,Casas De San Galindo,19,Guadalajara
19412,CaspueNas,19,Guadalajara
19328,Castellar De La Muela,19,Guadalajara
19392,Castellote,19,Guadalajara
19127,Castilforte,19,Guadalajara
19413,Castilmimbre,19,Guadalajara
19391,Castilnuevo,19,Guadalajara
19151,Centenera,19,Guadalajara
19459,Central Nuclear De Trillo,19,Guadalajara
19229,Cerezo De Mohernando,19,Guadalajara
19353,Chera,19,Guadalajara
19420,Cifuentes,19,Guadalajara
19339,Cillas,19,Guadalajara
19285,Ciruelos Del Pinar,19,Guadalajara
19163,Ciudad Residencial El Clavin,19,Guadalajara
19139,Ciudad Valdeluz,19,Guadalajara
19230,Cogolludo,19,Guadalajara
19292,Copernal,19,Guadalajara
19341,Corduente,19,Guadalajara
19261,Cortes De TajuNa,19,Guadalajara
19362,Cubillejo De La Sierra,19,Guadalajara
19363,Cubillejo Del Sitio,19,Guadalajara
19186,Cubillo De Uceda El,19,Guadalajara
19116,Driebes,19,Guadalajara
19445,Esplegares,19,Guadalajara
19182,Fuentelahiguera De Albatages,19,Guadalajara
19144,Fuentelencina,19,Guadalajara
19113,Fuentenovilla,19,Guadalajara
19174,Galapagos,19,Guadalajara
19000,Guadalajara ver Callejero,19,Guadalajara
19491,Henche,19,Guadalajara
19342,Herreria,19,Guadalajara
19242,Hiendelaencina,19,Guadalajara
19334,Hinojosa,19,Guadalajara
19248,Hita,19,Guadalajara
19140,Horche,19,Guadalajara
19441,Huertahernando,19,Guadalajara
19429,Huetos,19,Guadalajara
19220,Humanes De Mohernando,19,Guadalajara
19458,Instituto Leprologico De Trillo,19,Guadalajara
19150,Iriepal,19,Guadalajara
19143,Irueste,19,Guadalajara
19240,Jadraque,19,Guadalajara
19333,Labros,19,Guadalajara
19185,Lago Del Jaral Urbanizacion,19,Guadalajara
19142,Lupiana,19,Guadalajara
19219,Malaga Del Fresno,19,Guadalajara
19280,Maranchon,19,Guadalajara
19180,Marchamalo,19,Guadalajara
19224,Matallana Presa De,19,Guadalajara
19286,Mazarete,19,Guadalajara
19114,Mazuecos,19,Guadalajara
19315,Megina,19,Guadalajara
19226,Mohernando,19,Guadalajara
19300,Molina De Aragon,19,Guadalajara
19239,Monasterio,19,Guadalajara
19110,Mondejar,19,Guadalajara
19162,Monte Alcarria,19,Guadalajara
19444,Olmeda De Cobeta,19,Guadalajara
19311,Orea,19,Guadalajara
19356,Otilla,19,Guadalajara
19336,Pardos,19,Guadalajara
19100,Pastrana,19,Guadalajara
19327,Pedregal El,19,Guadalajara
19462,PeNalen,19,Guadalajara
19134,PeNalver,19,Guadalajara
19313,Peralejos De Las Truchas,19,Guadalajara
19493,Peralveche,19,Guadalajara
19312,Pinilla De Molina,19,Guadalajara
19326,Pobo De DueNas El,19,Guadalajara
19463,Poveda De La Sierra,19,Guadalajara
19265,Pozancos,19,Guadalajara
19161,Pozo De Guadalajara,19,Guadalajara
19352,Prados Redondos,19,Guadalajara
19209,Quer,19,Guadalajara
19145,Renera,19,Guadalajara
19340,Rillo De Gallo,19,Guadalajara
19120,Sacedon,19,Guadalajara
19126,Salmeron,19,Guadalajara
28189,Santuy,28,Madrid
19346,Selas,19,Guadalajara
19324,Setiles,19,Guadalajara
19250,SigUenza,19,Guadalajara
19222,Tamajon,19,Guadalajara
19193,Taracena,19,Guadalajara
19351,Tordelpalo,19,Guadalajara
19323,Tordesilos,19,Guadalajara
19190,Torija,19,Guadalajara
19355,Torrecuadrada De Molina,19,Guadalajara
19337,Torrubia,19,Guadalajara
19198,Tortola De Henares,19,Guadalajara
19338,Tortuera,19,Guadalajara
19450,Trillo,19,Guadalajara
19187,Uceda,19,Guadalajara
19274,Villacadima,19,Guadalajara
19460,Villanueva De Alcoron,19,Guadalajara
19111,Yebra,19,Guadalajara
19210,Yunquera De Henares,19,Guadalajara
19361,Yunta La,19,Guadalajara
20269,Abaltzisketa,20,Gipuzkoa
20150,Aduna,20,Gipuzkoa
20600,Aginaga eibar,20,Gipuzkoa
20170,Aginaga usurbil,20,Gipuzkoa
20710,Aginaga zumarraga,20,Gipuzkoa
20809,Aia,20,Gipuzkoa
20211,Aia ataun,20,Gipuzkoa
20870,Aiastia san Miguel,20,Gipuzkoa
20800,Aitza,20,Gipuzkoa
20749,Aizarna,20,Gipuzkoa
20280,Akartegi,20,Gipuzkoa
20120,Akerregi,20,Gipuzkoa
20495,Albiztur,20,Gipuzkoa
20267,Aldaba,20,Gipuzkoa
20260,Alegia,20,Gipuzkoa
20217,Alegia gabiria,20,Gipuzkoa
20494,Alkiza,20,Gipuzkoa
20200,Altamira,20,Gipuzkoa
20248,Altzaga,20,Gipuzkoa
20180,Altzibar,20,Gipuzkoa
20268,Altzo,20,Gipuzkoa
20860,Altzola elgoibar,20,Gipuzkoa
20140,Andoain,20,Gipuzkoa
20709,Anduaga santa Lutzia,20,Gipuzkoa
20578,Angiozar,20,Gipuzkoa
20270,Anoeta,20,Gipuzkoa
20577,Antzuola,20,Gipuzkoa
20550,Aozaratza,20,Gipuzkoa
20530,Apotzaga,20,Gipuzkoa
20567,Arantzazu,20,Gipuzkoa
20738,Aratz Erreka,20,Gipuzkoa
20218,Aratz-matxinbenta,20,Gipuzkoa
20737,Argisain santa Marina,20,Gipuzkoa
20500,Arrasate,20,Gipuzkoa
20215,Arrieta,20,Gipuzkoa
20720,Arrietamendi,20,Gipuzkoa
20759,Artadi,20,Gipuzkoa
20830,Artzainerreka,20,Gipuzkoa
20808,Askizu,20,Gipuzkoa
20159,Asteasu,20,Gipuzkoa
20115,Astigarraga,20,Gipuzkoa
20160,Atsobakar,20,Gipuzkoa
20400,Auzotxikia,20,Gipuzkoa
20730,Azpeitia,20,Gipuzkoa
20850,Azpilgoeta,20,Gipuzkoa
20220,Aztiria,20,Gipuzkoa
20018,ANorga,20,Gipuzkoa
20259,Baliarrain,20,Gipuzkoa
20570,Basalgo,20,Gipuzkoa
20739,Beizama,20,Gipuzkoa
20491,Belauntza,20,Gipuzkoa
20492,Berastegi,20,Gipuzkoa
20569,Berezao,20,Gipuzkoa
20493,Berrobi,20,Gipuzkoa
20496,Bidania-goiatz,20,Gipuzkoa
20304,Bidasoa,20,Gipuzkoa
20820,Deba,20,Gipuzkoa
20000,Donostia-san Sebastian ver Callejero,20,Gipuzkoa
20690,Elgeta,20,Gipuzkoa
20740,Endoia,20,Gipuzkoa
20128,Epela,20,Gipuzkoa
20100,Errenteria,20,Gipuzkoa
20540,Eskoriatza,20,Gipuzkoa
20213,Idiazabal,20,Gipuzkoa
20008,Igeldo,20,Gipuzkoa
20212,Ihurre,20,Gipuzkoa
20271,Irura,20,Gipuzkoa
20249,Itsasondo,20,Gipuzkoa
20829,Itziar,20,Gipuzkoa
20210,Lazkao,20,Gipuzkoa
20230,Legazpi,20,Gipuzkoa
20250,Legorreta,20,Gipuzkoa
20490,Lizartza,20,Gipuzkoa
20214,Mutiloa,20,Gipuzkoa
20240,Ordizia,20,Gipuzkoa
20810,Orio,20,Gipuzkoa
20216,Ormaiztegi,20,Gipuzkoa
20580,Osintxu,20,Gipuzkoa
20560,ONati,20,Gipuzkoa
20110,Pasai Antxo,20,Gipuzkoa
20590,Placencia De Las Armas,20,Gipuzkoa
20579,Ubera,20,Gipuzkoa
20568,Uribarri,20,Gipuzkoa
20130,Urnieta,20,Gipuzkoa
20700,Urretxu,20,Gipuzkoa
20247,Zaldibia,20,Gipuzkoa
20750,Zumaia,20,Gipuzkoa
21342,Acebuche,21,Huelva
21290,Aguafria,21,Huelva
21340,Alajar,21,Huelva
21649,Aldea De Traslasierra,21,Huelva
21880,Aldea De Tujena,21,Huelva
21110,Aljaraque,21,Huelva
21593,Almendro El,21,Huelva
21350,Almonaster La Real,21,Huelva
21730,Almonte,21,Huelva
21520,Alosno,21,Huelva
21239,Andreses Los,21,Huelva
21449,Antilla La,21,Huelva
21200,Aracena,21,Huelva
21240,Aroche,21,Huelva
21280,Arroyomolinos De Leon,21,Huelva
21400,Ayamonte,21,Huelva
21630,Beas,21,Huelva
21122,Bellavista,21,Huelva
21647,Berrocal,21,Huelva
21710,Bollullos Par Del Condado,21,Huelva
21830,Bonares,21,Huelva
21580,Cabezas Rubias,21,Huelva
21270,Cala,21,Huelva
21300,CalaNas,21,Huelva
21650,Campillo El,21,Huelva
21668,Campofrio,21,Huelva
21639,Candon,21,Huelva
21388,CaNaveral De Leon,21,Huelva
21208,Carboneras,21,Huelva
21450,Cartaya,21,Huelva
21292,CastaNo Del Robledo Poblado,21,Huelva
21320,Cerro De Andevalo El,21,Huelva
21291,Chinas Las,21,Huelva
21891,Chucena,21,Huelva
21120,Corrales,21,Huelva
21209,Corteconcepcion,21,Huelva
21230,Cortegana,21,Huelva
21330,Cueva De La Mora,21,Huelva
21387,Cumbres De Enmedio,21,Huelva
21386,Cumbres De San Bartolome,21,Huelva
21380,Cumbres Mayores,21,Huelva
21669,Dehesa Aldea De La,21,Huelva
21390,Encinasola,21,Huelva
21870,Escacena Del Campo,21,Huelva
21609,Fuente De La Corcha,21,Huelva
21359,Fuente Del Oro,21,Huelva
21500,Gibraleon,21,Huelva
21594,Granado El,21,Huelva
21220,Higuera De La Sierra,21,Huelva
21740,Hinojos,21,Huelva
21000,Huelva ver Callejero,21,Huelva
21410,Isla Cristina,21,Huelva
21409,Isla De Canela,21,Huelva
21431,Islantilla isla Cristina,21,Huelva
21440,Lepe,21,Huelva
21207,Linares De La Sierra,21,Huelva
21820,Lucena Del Puerto,21,Huelva
21890,Manzanilla,21,Huelva
21760,MatalascaNas,21,Huelva
21130,Mazagon,21,Huelva
21559,Minas De Herrerias,21,Huelva
21319,Minas De Perrunal,21,Huelva
21660,Minas De Riotinto,21,Huelva
21530,Minas De Tharsis,21,Huelva
21800,Moguer,21,Huelva
21670,Nerva,21,Huelva
21840,Niebla,21,Huelva
21700,Palma Del Condado La,21,Huelva
21810,Palos De La Frontera,21,Huelva
21560,Paymogo,21,Huelva
21600,Pinos Los,21,Huelva
21459,Portil El,21,Huelva
21420,Pozo Del Camino,21,Huelva
21550,Puebla De Guzman,21,Huelva
21100,Punta Umbria,21,Huelva
21819,Rabida La,21,Huelva
21430,Redondela La,21,Huelva
21360,Repilado El,21,Huelva
21720,Rociana Del Condado,21,Huelva
21750,Rocio El,21,Huelva
21250,Rosal De La Frontera,21,Huelva
21510,San Bartolome De La Torre,21,Huelva
21610,San Juan Del Puerto,21,Huelva
21591,San Silvestre De Guzman,21,Huelva
21595,Sanlucar De Guadiana,21,Huelva
21570,Santa Barbara De Casa,21,Huelva
21260,Santa Olalla Del Cala,21,Huelva
21309,Sotiel Coronada,21,Huelva
21620,Trigueros,21,Huelva
21590,Villablanca,21,Huelva
21860,Villalba Del Alcor,21,Huelva
21592,Villanueva De Las Cruces,21,Huelva
21540,Villanueva De Los Castillejos,21,Huelva
21850,Villarrasa,21,Huelva
21640,Zalamea La Real,21,Huelva
21310,Zarza La,21,Huelva
21210,Zufre,21,Huelva
22713,Abay,22,Huesca
22472,Abella,22,Huesca
22620,Abena,22,Huesca
22621,Abenilla,22,Huesca
22437,Abenozas,22,Huesca
22463,Abi,22,Huesca
22143,Abiego,22,Huesca
22392,Abizanda,22,Huesca
22612,Acumuer,22,Huesca
22147,Adahuesca,22,Huesca
22141,Aguas,22,Huesca
22451,Aguascaldas,22,Huesca
22808,Aguero,22,Huesca
22461,Aguilar,22,Huesca
22348,Aguilar boltaNa,22,Huesca
22588,Aguinaliu,22,Huesca
22623,Aineto,22,Huesca
22330,Ainsa,22,Huesca
22860,Aisa,22,Huesca
22760,Alastruey,22,Huesca
22534,Albalate De Cinca,22,Huesca
22220,Albalatillo,22,Huesca
22558,Albelda,22,Huesca
22371,Albella,22,Huesca
22112,Albero Alto,22,Huesca
22255,Albero Bajo,22,Huesca
22212,Alberuela De Tubo,22,Huesca
22282,Alcala De Gurrea,22,Huesca
22135,Alcala Del Obispo,22,Huesca
22560,Alcampell,22,Huesca
22410,Alcolea De Cinca,22,Huesca
22251,Alcubierre,22,Huesca
22589,Aler,22,Huesca
22194,Alerre,22,Huesca
22416,Alfantega,22,Huesca
22559,Algayon,22,Huesca
22473,Alins,22,Huesca
22421,Alins Del Monte,22,Huesca
22610,Allue,22,Huesca
22148,Almazorre,22,Huesca
22531,Almudafar,22,Huesca
22270,Almudevar,22,Huesca
22420,Almunia De San Juan,22,Huesca
22585,Almunia De San Lorenzo,22,Huesca
22144,Almunias Las,22,Huesca
22145,Alquezar,22,Huesca
22540,Altorricon,22,Huesca
22337,Alueza,22,Huesca
22469,Anciles,22,Huesca
22487,Aneto,22,Huesca
22123,Angues,22,Huesca
22162,Anies,22,Huesca
22728,Anso,22,Huesca
22133,Antillon,22,Huesca
22830,Anzanigo,22,Huesca
